company,claim_text,confidence
Shell,Happened Here and Glad You Asked.,0.892
Shell,"Petroleum, as well as expenses relating to federal lobbying individuals making a submission in good faith.",0.846
Shell,strong business presence across the regions in which we site and an approximate total of state-reported lobbying operate and continuing to meet the energy needs of consumers The matter to be assigned an investigator.,0.893
Shell,with competitive prices while protecting the value of our ethics during Corporate Compliance and Ethics To be provided an access code for checking case status and Week.,0.787
Shell,"As such, we support people and Employee political action committee reports showing federal updates and for communicating with our Business Integrity and leaders and employees to reflect on the importance policies that promote energy security encourage free market and state-level contributions.",0.758
Shell,"In 2024, over 1,900 contributions made from company treasury funds.",0.946
Shell,of Safety and Environmental Stewardship and our commitment to appropriate based on the nature of the allegation.,0.781
Shell,"employees participated in a poll, providing valuable sustainability.",0.947
Shell,"A report of trade associations with dues of 50,000 or feedback on our Compliance and Ethics program.",0.879
Shell,"99% said MPC clearly communicates its range of dues paid to each organization, as well as amounts markets and transports natural gas, petroleum and petroleum To be contacted when the investigation is complete.",0.823
Shell,as an active member of our industry and business communities.,0.827
Shell,"consistent with our engagement principles, including our commitment to sustainability.",0.896
Shell,business continuity drills to ensure the safe operation of critical assets compliance reviews.,0.808
Shell,ability to identify and report suspicious emails.,0.776
Shell,Our People Engage Stakeholders and Communities Execute with Integrity Appendix Additional Resources 47 PERFORMANCE DATA ABOUT THIS REPORT MPC and MPLX s 2024 Sustainability Report reflects our long- CDP Reporting standing commitment to transparency and accountability around Company Performance We participated in the 2024 CDP Climate Change and Water sustainability-related dimensions of our business.,0.844
Shell,"In addition, we engaged an independent third party, LRQA, to Total market share(5)",0.919
Shell,Sector Standard for Oil and Gas.,0.921
Shell,"Our People Engage Stakeholders and Communities Execute with Integrity Appendix Additional Resources 49 Environmental Performance Refining Freshwater Withdrawal in High Baseline injection) Water Stress Areas as Percentage of Total % EM-RM-140 a.1 - - 23 23 21 24 26 Freshwater Withdrawal Other Water ( 1,000 mg L total dissolved solids) megaliters - 303-4-b-ii - 1,991 1,696 2,162 2,129 2,154 Other Water ( 1,000 mg L total dissolved solids) megaliters - 303-4-b-ii - 75 13 100 24 87 Other Water ( 1,000 mg L total dissolved solids) megaliters - 303-4-b-ii - 538 323 342 265 247 Table of Contents Overview Advance Environmental Stewardship Empower",0.757
Shell,Our People Engage Stakeholders and Communities Execute with Integrity Appendix Additional Resources 50 Environmental Performance 306-4-a UST Releases Requiring Cleanup in States with Nonhazardous Waste - Preparation for Reuse thousand tonnes - 306-4-c-i - 0 0 0 4 1 UST Financial Assurance Funds Table of Contents Overview Advance Environmental Stewardship Empower,0.82
Shell,Our People Engage Stakeholders and Communities Execute with Integrity Appendix Additional Resources 51 Environmental Performance MPLX Hydrocarbons Spilled to Water 1 bbl - volume MPLX Hydrocarbons Spilled in Arctic 1 bbl - volume bbls EM-MD-160 a.4 - - 0 0 0 0 0 MPLX Hydrocarbons Spilled in Unusually Sensitive MPLX Hydrocarbons Spilled Recovered 1 bbl - volume Table of Contents Overview Advance Environmental Stewardship Empower,0.815
Shell,Our People Engage Stakeholders and Communities Execute with Integrity Appendix Additional Resources 54 Social Performance Safety Performance Value of Employee Volunteer Hours,0.765
Shell,"403-9 SHS-3 - C 1 0.27 0.39 0.26 0.36 0.27 purchases) per 200,000 hours Diverse Supplier Spend (excluding crude feedstock million - - - 277 575 708 795 705 MPLX worked - 403-9 SHS-3 - C 1 0.74 0.94 1.07 0.75 0.66 purchases) per 200,000 hours worked per 200,000 hours worked Table of Contents Overview Advance Environmental Stewardship Empower",0.781
Shell,There were no work- disturbed land was defined as requiring regulatory review and subsequent (5) No significant difference between total addressable market and market MPC (11) Location-based Scope 2 emissions that include indirect GHG emissions from permitting (1 acre or greater) OR identified within an otherwise environmentally (27),0.894
Shell,Nonrevenue generating initiatives to commercialize biofuels.,0.954
Shell,"consumption of purchased electricity, heat or steam.",0.848
Shell,U.S. DRIVE Net-Zero Carbon Fuels Technical Team a voluntary government- (20),0.92
Shell,"In 2022, more acreage was restored than disturbed due to the restoration of (28)",0.935
Shell,"Including these cases, 2020 and 2021 Total Company Lost Time infrastructure technology research and development.",0.935
Shell,Emissions Methodologies for the Oil and Natural Gas Industry.,0.872
Shell,Global Warming that MPC and MPLX owned in the reporting year.,0.934
Shell,"AFPM American Fuel Petrochemical Manufacturers GHG Greenhouse gases, such as carbon dioxide and methane API American Petroleum Institute gj Gigajoule a measurement unit of energy.",0.822
Shell,i s a k n a o n r M o o r r e Overall barrel of crude oil or 5.8 million British thermal units.,0.935
Shell,"Officials and 206 53 2,038 89 63 7 14 34 344 16 22 1 1 7 2,895 across the company with nationally recognized response expertise.",0.76
Shell,"Release of oil or other hazardous material into a regulated water body greater than or SASB Sustainability Accounting Standards Board equal to 1 bbl but less than 10 bbl Scf Standard cubic feet a volume of gas TOTAL 2,044 473 11,341 793 413 60 157 244 2,395 160 158 6 22 58 18,324 Release to air of a hazardous material greater than or equal to 80% of a reportable Scope 1 Emissions All direct greenhouse gas emissions by a company.",0.788
Shell,"Tier 1 Scope 2 Emissions Indirect greenhouse gas emissions from consumption of purchased electricity, heat or PREVIOUS REPORT TOTAL 1,951 448 11,355 758 401 62 145 240 2,430 164 156 5 19 57 18,191 Release of oil or other hazardous material onto the land that is less than 10 bbl (if less than steam.",0.829
Shell,A program of the U.S. Environmental Protection Agency recognizing energy not captured by Scope 2. efficiency.,0.911
Shell,"Tonne Metric ton 2,205 pounds EPA",0.9
